Date,Return
04/17/2025,-0.0063
04/16/2025,-0.0008
04/15/2025,0.012
04/14/2025,0.0259
04/11/2025,-0.0066
04/10/2025,0.0426
04/09/2025,-0.0317
04/08/2025,0.0252
04/07/2025,-0.0455
04/04/2025,-0.046
04/03/2025,-0.0359
04/02/2025,-0.0031
04/01/2025,0.0137
03/31/2025,-0.015600000000000001
03/28/2025,-0.0092
03/27/2025,-0.005699999999999999
03/26/2025,-0.0116
03/25/2025,0.0109
03/24/2025,-0.0015
03/21/2025,-0.005
03/20/2025,-0.0102
03/19/2025,0.0040999999999999995
03/18/2025,0.0072
03/17/2025,0.0077
03/14/2025,0.014199999999999999
03/13/2025,-0.0058
03/12/2025,0.009300000000000001
03/11/2025,-0.0143
03/10/2025,-0.0149
03/07/2025,-0.009399999999999999
03/06/2025,0.005699999999999999
03/05/2025,0.0189
03/04/2025,-0.0277
03/03/2025,0.0141
02/28/2025,-0.0016
02/27/2025,-0.01
02/26/2025,0.0147
02/25/2025,-0.0011
02/24/2025,-0.0039000000000000003
02/21/2025,0.0025
02/20/2025,0.0
02/19/2025,-0.0131
02/18/2025,0.0025
02/17/2025,0.0048
02/14/2025,-0.0013
02/13/2025,0.0175
02/12/2025,0.0027
02/11/2025,0.0060999999999999995
02/10/2025,0.0062
02/07/2025,-0.0058
02/06/2025,0.016200000000000003
02/05/2025,0.0012
02/04/2025,0.0089
02/03/2025,-0.013000000000000001
01/31/2025,0.0009
01/30/2025,0.009899999999999999
01/29/2025,0.0067
01/28/2025,0.0014000000000000002
01/27/2025,-0.0059
01/24/2025,0.0004
01/23/2025,0.0022
01/22/2025,0.0077
01/21/2025,0.0003
01/20/2025,0.0031
01/17/2025,0.008100000000000001
01/16/2025,0.0148
01/15/2025,0.0104
01/14/2025,0.0053
01/13/2025,-0.0046
01/10/2025,-0.008100000000000001
01/09/2025,0.0043
01/08/2025,-0.0031
01/07/2025,0.005
01/06/2025,0.0236
01/03/2025,-0.009399999999999999
01/02/2025,0.0045000000000000005
12/31/2024,0.0055000000000000005
12/30/2024,-0.006
12/27/2024,0.0084
12/24/2024,0.001
12/23/2024,-0.0019
12/20/2024,-0.0034000000000000002
12/19/2024,-0.0158
12/18/2024,0.003
12/17/2024,-0.0009
12/16/2024,-0.0042
12/13/2024,0.0005
12/12/2024,0.0012
12/11/2024,0.0015
12/10/2024,-0.0068000000000000005
12/09/2024,0.0015
12/06/2024,0.0053
12/05/2024,0.0066
12/04/2024,0.0083
12/03/2024,0.0066
12/02/2024,0.0088
11/29/2024,0.0096
11/28/2024,0.0054
11/27/2024,-0.0060999999999999995
11/26/2024,-0.0079
11/25/2024,0.0023
11/22/2024,0.006999999999999999
11/21/2024,0.0055000000000000005
11/20/2024,-0.0045000000000000005
11/19/2024,-0.008199999999999999
11/18/2024,-0.0009
11/15/2024,-0.008
11/14/2024,0.0197
11/13/2024,-0.0009
11/12/2024,-0.0225
11/11/2024,0.010700000000000001
11/08/2024,-0.0101
11/07/2024,0.010700000000000001
11/06/2024,-0.0143
11/05/2024,0.0038
11/04/2024,-0.0053
11/01/2024,0.0104
10/31/2024,-0.011899999999999999
10/30/2024,-0.013000000000000001
10/29/2024,-0.004
10/28/2024,0.0054
10/25/2024,0.0015
10/24/2024,0.0026
10/23/2024,-0.0034000000000000002
10/22/2024,-0.0004
10/21/2024,-0.009000000000000001
10/18/2024,0.0079
10/17/2024,0.0079
10/16/2024,-0.0077
10/15/2024,-0.0187
10/14/2024,0.0074
10/11/2024,0.0068000000000000005
10/10/2024,-0.0025
10/09/2024,0.0068000000000000005
10/08/2024,-0.0042
10/07/2024,0.003
10/04/2024,0.0068000000000000005
10/03/2024,-0.0085
10/02/2024,0.0018
10/01/2024,-0.009300000000000001
09/30/2024,-0.0132
09/27/2024,0.0069
09/26/2024,0.0235
09/25/2024,-0.0048
09/24/2024,0.0113
09/23/2024,0.0029
09/20/2024,-0.014499999999999999
09/19/2024,0.022400000000000003
09/18/2024,-0.0052
09/17/2024,0.0069
09/16/2024,-0.0034000000000000002
09/13/2024,0.0062
09/12/2024,0.0106
09/11/2024,0.0034999999999999996
09/10/2024,-0.0066
09/09/2024,0.0086
09/06/2024,-0.016
09/05/2024,-0.0068000000000000005
09/04/2024,-0.0131
09/03/2024,-0.012199999999999999
09/02/2024,0.003
08/30/2024,-0.0017000000000000001
08/29/2024,0.0108
08/28/2024,0.0029
08/27/2024,0.0004
08/26/2024,-0.0025
08/23/2024,0.005
08/22/2024,-0.0001
08/21/2024,0.005699999999999999
08/20/2024,-0.0028000000000000004
08/19/2024,0.0064
08/16/2024,0.0068000000000000005
08/15/2024,0.017
08/14/2024,0.006999999999999999
08/13/2024,0.0049
08/12/2024,-0.0007000000000000001
08/09/2024,0.0014000000000000002
08/08/2024,0.0001
08/07/2024,0.0203
08/06/2024,0.0008
08/05/2024,-0.014499999999999999
08/02/2024,-0.026699999999999998
08/01/2024,-0.022000000000000002
07/31/2024,0.0066
07/30/2024,0.0053
07/29/2024,-0.0097
07/26/2024,0.0106
07/25/2024,-0.0104
07/24/2024,-0.011200000000000002
07/23/2024,0.004
07/22/2024,0.014499999999999999
07/19/2024,-0.0088
07/18/2024,-0.0044
07/17/2024,-0.011399999999999999
07/16/2024,-0.0070999999999999995
07/15/2024,-0.011899999999999999
07/12/2024,0.0134
07/11/2024,0.0034999999999999996
07/10/2024,0.0113
07/09/2024,-0.013300000000000001
07/08/2024,-0.0019
07/05/2024,-0.0016
07/04/2024,0.0044
07/03/2024,0.0121
07/02/2024,-0.0048
07/01/2024,0.0073
06/28/2024,-0.0018
06/27/2024,-0.0027
06/26/2024,-0.0040999999999999995
06/25/2024,-0.003
06/24/2024,0.0089
06/21/2024,-0.008199999999999999
06/20/2024,0.0127
06/19/2024,-0.0060999999999999995
06/18/2024,0.0072
06/17/2024,0.0085
06/14/2024,-0.0195
06/13/2024,-0.0197
06/12/2024,0.013999999999999999
06/11/2024,-0.0102
06/10/2024,-0.0069
06/07/2024,-0.0034999999999999996
06/06/2024,0.0066
06/05/2024,0.0166
06/04/2024,-0.01
06/03/2024,0.004
05/31/2024,0.0003
05/30/2024,0.0038
05/29/2024,-0.013300000000000001
05/28/2024,-0.005699999999999999
05/27/2024,0.004699999999999999
05/24/2024,-0.0004
05/23/2024,0.0025
05/22/2024,-0.0043
05/21/2024,-0.0054
05/20/2024,0.002
05/17/2024,-0.0016
05/16/2024,-0.005600000000000001
05/15/2024,0.0040999999999999995
05/14/2024,0.0003
05/13/2024,-0.0012
05/10/2024,0.0060999999999999995
05/09/2024,0.0032
05/08/2024,0.0044
05/07/2024,0.011899999999999999
05/06/2024,0.0073
05/03/2024,0.0062
05/02/2024,-0.0062
05/01/2024,0.0
04/30/2024,-0.012
04/29/2024,-0.0051
04/26/2024,0.0137
04/25/2024,-0.0102
04/24/2024,-0.0037
04/23/2024,0.0144
04/22/2024,0.0038
04/19/2024,-0.0037
04/18/2024,0.0046
04/17/2024,-0.0006
04/16/2024,-0.013500000000000002
04/15/2024,0.0059
04/12/2024,-0.0023
04/11/2024,-0.0068000000000000005
04/10/2024,0.002
04/09/2024,-0.0109
04/08/2024,0.0062
04/05/2024,-0.011000000000000001
04/04/2024,0.0003
04/03/2024,0.0054
04/02/2024,-0.008100000000000001
03/28/2024,0.0003
03/27/2024,0.0034999999999999996
03/26/2024,0.004
03/25/2024,0.0026
03/22/2024,-0.0042
03/21/2024,0.0104
03/20/2024,-0.0015
03/19/2024,0.005
03/18/2024,-0.0007000000000000001
03/15/2024,-0.0014000000000000002
03/14/2024,-0.0015
03/13/2024,0.0034999999999999996
03/12/2024,0.010700000000000001
03/11/2024,-0.0062
03/08/2024,-0.0026
03/07/2024,0.011899999999999999
03/06/2024,0.0046
03/05/2024,-0.004
03/04/2024,0.0037
03/01/2024,0.0034999999999999996
02/29/2024,-0.0012
02/28/2024,-0.0004
02/27/2024,0.0044
02/26/2024,-0.0017000000000000001
02/23/2024,0.0034999999999999996
02/22/2024,0.0168
02/21/2024,0.0032
02/20/2024,-0.0006
02/19/2024,-0.0005
02/16/2024,0.004699999999999999
02/15/2024,0.0072
02/14/2024,0.0043
02/13/2024,-0.012
02/12/2024,0.006500000000000001
02/09/2024,0.0011
02/08/2024,0.0068000000000000005
02/07/2024,-0.0026
02/06/2024,0.0076
02/05/2024,0.0002
02/02/2024,0.0034000000000000002
02/01/2024,-0.0021
01/31/2024,-0.0031
01/30/2024,0.005
01/29/2024,0.0008
01/26/2024,0.0116
01/25/2024,0.004
01/24/2024,0.022000000000000002
01/23/2024,-0.0032
01/22/2024,0.0070999999999999995
01/19/2024,-0.0009
01/18/2024,0.0113
01/17/2024,-0.0098
01/16/2024,-0.0018
01/15/2024,-0.005699999999999999
01/12/2024,0.0085
01/11/2024,-0.006
01/10/2024,0.0004
01/09/2024,-0.0040999999999999995
01/08/2024,0.0049
01/05/2024,-0.0023
01/04/2024,0.0058
01/03/2024,-0.0143
01/02/2024,-0.002
12/29/2023,0.0016
12/28/2023,-0.0031
12/27/2023,0.0015
12/22/2023,-0.0007000000000000001
12/21/2023,-0.002
12/20/2023,-0.0003
12/19/2023,0.0032
12/18/2023,-0.0062
12/15/2023,0.0023
12/14/2023,0.002
12/13/2023,-0.0014000000000000002
12/12/2023,-0.0008
12/11/2023,0.0037
12/08/2023,0.0111
12/07/2023,-0.0021
12/06/2023,0.0068000000000000005
12/05/2023,0.0086
12/04/2023,-0.0008
12/01/2023,0.008199999999999999
11/30/2023,0.0027
11/29/2023,0.0052
11/28/2023,-0.0015
11/27/2023,-0.004
11/24/2023,0.0025
11/23/2023,0.0021
11/22/2023,0.0046
11/21/2023,-0.0024
11/20/2023,0.0004
11/17/2023,0.0089
11/16/2023,-0.003
11/15/2023,0.0055000000000000005
11/14/2023,0.0141
11/13/2023,0.0083
11/10/2023,-0.0075
11/09/2023,0.0121
11/08/2023,0.006
11/07/2023,-0.0013
11/06/2023,-0.0038
11/03/2023,0.0012
11/02/2023,0.019
11/01/2023,0.0075
10/31/2023,0.008100000000000001
10/30/2023,0.0034999999999999996
10/27/2023,-0.0087
10/26/2023,-0.0059
10/25/2023,0.002
10/24/2023,0.0058
10/23/2023,0.0042
10/20/2023,-0.0161
10/19/2023,-0.0038
10/18/2023,-0.011200000000000002
10/17/2023,0.0006
10/16/2023,0.0033
10/13/2023,-0.0148
10/12/2023,-0.0006
10/11/2023,-0.0011
10/10/2023,0.0225
10/09/2023,-0.0077
10/06/2023,0.0109
10/05/2023,0.0
10/04/2023,0.001
10/03/2023,-0.0102
10/02/2023,-0.0089
09/29/2023,0.0031
09/28/2023,0.0072
09/27/2023,0.0006
09/26/2023,-0.0092
09/25/2023,-0.0095
09/22/2023,-0.0013
09/21/2023,-0.0148
09/20/2023,0.0078000000000000005
09/19/2023,-0.0007000000000000001
09/18/2023,-0.011399999999999999
09/15/2023,0.0036
09/14/2023,0.013300000000000001
09/13/2023,-0.0044
09/12/2023,-0.0028000000000000004
09/11/2023,0.004
09/08/2023,0.0038
09/07/2023,-0.0040999999999999995
09/06/2023,-0.0072
09/05/2023,-0.0025
09/04/2023,-0.0006
09/01/2023,-0.0034000000000000002
08/31/2023,-0.0042
08/30/2023,-0.0026
08/29/2023,0.0076
08/28/2023,0.013600000000000001
08/25/2023,0.001
08/24/2023,-0.008100000000000001
08/23/2023,0.0015
08/22/2023,0.0084
08/21/2023,0.0028000000000000004
08/18/2023,-0.0034999999999999996
08/17/2023,-0.0132
08/16/2023,-0.001
08/15/2023,-0.0096
08/14/2023,0.0021
08/11/2023,-0.0143
08/10/2023,0.0155
08/09/2023,0.0066
08/08/2023,-0.011200000000000002
08/07/2023,0.0011
08/04/2023,0.0066
08/03/2023,-0.0073
08/02/2023,-0.0161
08/01/2023,-0.0143
07/31/2023,0.0011
07/28/2023,0.0043
07/27/2023,0.0233
07/26/2023,-0.0103
07/25/2023,0.0019
07/24/2023,-0.0019
07/21/2023,0.004
07/20/2023,0.0026
07/19/2023,-0.0017000000000000001
07/18/2023,0.003
07/17/2023,-0.0098
07/14/2023,0.0019
07/13/2023,0.0072
07/12/2023,0.0172
07/11/2023,0.0070999999999999995
07/10/2023,0.004699999999999999
07/07/2023,0.0032
07/06/2023,-0.029300000000000003
07/05/2023,-0.0092
07/04/2023,-0.0016
07/03/2023,-0.0002
06/30/2023,0.0102
06/29/2023,0.0023
06/28/2023,0.0092
06/27/2023,0.0058
06/26/2023,0.0021
06/23/2023,-0.0076
06/22/2023,-0.0042
06/21/2023,-0.004699999999999999
06/20/2023,-0.0044
06/19/2023,-0.0074
06/16/2023,0.0068000000000000005
06/15/2023,-0.0025
06/14/2023,0.006500000000000001
06/13/2023,0.0072
06/12/2023,0.0062
06/09/2023,-0.0018
06/08/2023,0.0013
06/07/2023,-0.0008
06/06/2023,0.0005
06/05/2023,-0.006999999999999999
06/02/2023,0.0155
06/01/2023,0.009399999999999999
05/31/2023,-0.0171
05/30/2023,-0.0066
05/29/2023,-0.004
05/26/2023,0.0159
05/25/2023,0.0014000000000000002
05/24/2023,-0.0181
05/23/2023,-0.009899999999999999
05/22/2023,-0.0022
05/19/2023,0.0064
05/18/2023,0.0102
05/17/2023,0.0018
05/16/2023,-0.0002
05/15/2023,-0.0003
05/12/2023,0.0019
05/11/2023,0.0007000000000000001
05/10/2023,-0.0038
05/09/2023,-0.0059
05/08/2023,0.0019
05/05/2023,0.0125
05/04/2023,-0.0054
05/03/2023,0.0036
05/02/2023,-0.0148
04/28/2023,0.0003
04/27/2023,0.0024
04/26/2023,-0.0069
04/25/2023,-0.0054
04/24/2023,-0.0015
04/21/2023,0.0054
04/20/2023,-0.002
04/19/2023,-0.0001
04/18/2023,0.006
04/17/2023,-0.0053
04/14/2023,0.0063
04/13/2023,0.0067
04/12/2023,0.0002
04/11/2023,0.0055000000000000005
04/06/2023,0.0026
04/05/2023,-0.0039000000000000003
04/04/2023,0.001
04/03/2023,-0.0009
03/31/2023,0.0069
03/30/2023,0.0128
03/29/2023,0.0151
03/28/2023,0.0009
03/27/2023,0.008199999999999999
03/24/2023,-0.0182
03/23/2023,0.0027
03/22/2023,0.0034000000000000002
03/21/2023,0.0151
03/20/2023,0.0134
03/17/2023,-0.0126
03/16/2023,0.0203
03/15/2023,-0.0346
03/14/2023,0.0202
03/13/2023,-0.031400000000000004
03/10/2023,-0.0132
03/09/2023,-0.0005
03/08/2023,0.0022
03/07/2023,-0.008100000000000001
03/06/2023,0.0044
03/03/2023,0.0128
03/02/2023,0.0059
03/01/2023,-0.0053
02/28/2023,-0.0023
02/27/2023,0.0166
02/24/2023,-0.018600000000000002
02/23/2023,0.0036
02/22/2023,-0.0018
02/21/2023,-0.0049
02/20/2023,-0.0009
02/17/2023,-0.0052
02/16/2023,0.004
02/15/2023,0.0097
02/14/2023,-0.0006
02/13/2023,0.0103
02/10/2023,-0.0123
02/09/2023,0.0097
02/08/2023,0.0
02/07/2023,0.0009
02/06/2023,-0.0123
02/03/2023,0.004
02/02/2023,0.0167
02/01/2023,0.0019
01/31/2023,0.0012
01/30/2023,-0.0046
01/27/2023,0.001
01/26/2023,0.0062
01/25/2023,-0.0012
01/24/2023,0.0005
01/23/2023,0.0075
01/20/2023,0.0063
01/19/2023,-0.0192
01/18/2023,0.0
01/17/2023,0.0042
01/16/2023,0.0015
01/13/2023,0.0058
01/12/2023,0.0066
01/11/2023,0.0104
01/10/2023,-0.0027
01/09/2023,0.0126
01/06/2023,0.0147
01/05/2023,-0.0036
01/04/2023,0.0236
01/03/2023,0.0068000000000000005
01/02/2023,0.0165
12/30/2022,-0.0147
12/29/2022,0.0108
12/28/2022,-0.0063
12/27/2022,0.0042
12/23/2022,-0.0016
12/22/2022,-0.0126
12/21/2022,0.0183
12/20/2022,-0.0023
12/19/2022,0.0019
12/16/2022,-0.0083
12/15/2022,-0.0351
12/14/2022,-0.0029
12/13/2022,0.0166
12/12/2022,-0.0053
12/09/2022,0.0054
12/08/2022,0.0001
12/07/2022,-0.0046
12/06/2022,-0.0044
12/05/2022,-0.0054
12/02/2022,-0.0017000000000000001
12/01/2022,0.005
11/30/2022,0.0077
11/29/2022,-0.0003
11/28/2022,-0.0068000000000000005
11/25/2022,0.0001
11/24/2022,0.0039000000000000003
11/23/2022,0.0042
11/22/2022,0.0053
11/21/2022,-0.004
11/18/2022,0.012
11/17/2022,-0.0011
11/16/2022,-0.0083
11/15/2022,0.0070999999999999995
11/14/2022,0.0049
11/11/2022,0.005699999999999999
11/10/2022,0.0318
11/09/2022,-0.003
11/08/2022,0.008199999999999999
11/07/2022,0.0055000000000000005
11/04/2022,0.0265
11/03/2022,-0.008
11/02/2022,-0.0079
11/01/2022,0.009300000000000001
10/31/2022,0.0013
10/28/2022,0.0024
10/27/2022,-0.0002
10/26/2022,0.0055000000000000005
10/25/2022,0.016399999999999998
10/24/2022,0.0147
10/21/2022,-0.0046
10/20/2022,0.0062
10/19/2022,0.0021
10/18/2022,0.0064
10/17/2022,0.0177
10/14/2022,0.005699999999999999
10/13/2022,0.009300000000000001
10/12/2022,-0.0026
10/11/2022,-0.0049
10/10/2022,-0.0055000000000000005
10/07/2022,-0.0169
10/06/2022,-0.0040999999999999995
10/05/2022,-0.0105
10/04/2022,0.0426
10/03/2022,0.0072
09/30/2022,0.011899999999999999
09/29/2022,-0.0169
09/28/2022,0.002
09/27/2022,-0.0042
09/26/2022,-0.0018
09/23/2022,-0.0229
09/22/2022,-0.018500000000000003
09/21/2022,0.0070999999999999995
09/20/2022,-0.009300000000000001
09/19/2022,-0.0003
09/16/2022,-0.011699999999999999
09/15/2022,-0.0072
09/14/2022,-0.0052
09/13/2022,-0.0165
09/12/2022,0.021400000000000002
09/09/2022,0.016399999999999998
09/08/2022,0.0029
09/07/2022,0.0006
09/06/2022,0.0029
09/05/2022,-0.015300000000000001
09/02/2022,0.0254
09/01/2022,-0.0172
08/31/2022,-0.0125
08/30/2022,-0.0024
08/29/2022,-0.0092
08/26/2022,-0.019299999999999998
08/25/2022,0.0019
08/24/2022,0.0040999999999999995
08/23/2022,-0.0016
08/22/2022,-0.019299999999999998
08/19/2022,-0.0125
08/18/2022,0.005699999999999999
08/17/2022,-0.0129
08/16/2022,0.0040999999999999995
08/15/2022,0.0034000000000000002
08/12/2022,0.0053
08/11/2022,0.0021
08/10/2022,0.0091
08/09/2022,-0.0111
08/08/2022,0.0085
08/05/2022,-0.0078000000000000005
08/04/2022,0.0059
08/03/2022,0.013000000000000001
08/02/2022,-0.0059
08/01/2022,-0.0004
07/29/2022,0.015300000000000001
07/28/2022,0.0123
07/27/2022,0.0091
07/26/2022,-0.008
07/25/2022,0.0021
07/22/2022,0.0
07/21/2022,0.0031
07/20/2022,-0.0006
07/19/2022,0.0215
07/18/2022,0.01
07/15/2022,0.023700000000000002
07/14/2022,-0.0166
07/13/2022,-0.0095
07/12/2022,0.0044
07/11/2022,-0.009899999999999999
07/08/2022,0.0052
07/07/2022,0.0195
07/06/2022,0.018500000000000003
07/05/2022,-0.0268
07/04/2022,0.0012
07/01/2022,-0.0019
06/30/2022,-0.0169
06/29/2022,-0.009899999999999999
06/28/2022,0.0029
06/27/2022,0.0016
06/24/2022,0.0282
06/23/2022,-0.008199999999999999
06/22/2022,-0.0084
06/21/2022,0.006999999999999999
06/20/2022,0.0091
06/17/2022,0.0031
06/16/2022,-0.0296
06/15/2022,0.016399999999999998
06/14/2022,-0.0078000000000000005
06/13/2022,-0.0269
06/10/2022,-0.0336
06/09/2022,-0.017
06/08/2022,-0.004699999999999999
06/07/2022,-0.0083
06/06/2022,0.014499999999999999
06/03/2022,-0.003
06/02/2022,0.0095
06/01/2022,-0.0078000000000000005
05/31/2022,-0.013600000000000001
05/30/2022,0.0086
05/27/2022,0.0183
05/26/2022,0.0172
05/25/2022,0.008100000000000001
05/24/2022,-0.016399999999999998
05/23/2022,0.013999999999999999
05/20/2022,0.0045000000000000005
05/19/2022,-0.013600000000000001
05/18/2022,-0.013600000000000001
05/17/2022,0.0152
05/16/2022,-0.0049
05/13/2022,0.024900000000000002
05/12/2022,-0.009399999999999999
05/11/2022,0.0262
05/10/2022,0.0079
05/09/2022,-0.0282
05/06/2022,-0.0182
05/05/2022,-0.0076
05/04/2022,-0.0096
05/03/2022,0.0077
05/02/2022,-0.018500000000000003
04/29/2022,0.0068000000000000005
04/28/2022,0.0113
04/27/2022,0.0036
04/26/2022,-0.0096
04/25/2022,-0.0215
04/22/2022,-0.022400000000000003
04/21/2022,0.008
04/20/2022,0.0172
04/19/2022,-0.004699999999999999
04/14/2022,0.0054
04/13/2022,-0.0009
04/12/2022,-0.0021
04/11/2022,-0.0049
04/08/2022,0.0148
04/07/2022,-0.0059
04/06/2022,-0.023799999999999998
04/05/2022,-0.0084
04/04/2022,0.0083
04/01/2022,0.0040999999999999995
03/31/2022,-0.0143
03/30/2022,-0.0108
03/29/2022,0.0296
03/28/2022,0.005
03/25/2022,0.0011
03/24/2022,-0.0015
03/23/2022,-0.014499999999999999
03/22/2022,0.011399999999999999
03/21/2022,-0.0053
03/18/2022,0.0044
03/17/2022,-0.0011
03/16/2022,0.0405
03/15/2022,-0.0008
03/14/2022,0.0147
03/11/2022,0.0097
03/10/2022,-0.0304
03/09/2022,0.07440000000000001
03/08/2022,-0.002
03/07/2022,-0.0123
03/04/2022,-0.0496
03/03/2022,-0.0206
03/02/2022,0.014499999999999999
03/01/2022,-0.0404
02/28/2022,-0.011699999999999999
02/25/2022,0.0369
02/24/2022,-0.0363
02/23/2022,-0.003
02/22/2022,-0.0001
02/21/2022,-0.0217
02/18/2022,-0.0095
02/17/2022,-0.0058
02/16/2022,-0.0016
02/15/2022,0.0195
02/14/2022,-0.0218
02/11/2022,-0.01
02/10/2022,-0.0017000000000000001
02/09/2022,0.0181
02/08/2022,0.0021
02/07/2022,0.0083
02/04/2022,-0.0131
02/03/2022,-0.0192
02/02/2022,-0.0006
02/01/2022,0.011899999999999999
01/31/2022,0.0091
01/28/2022,-0.0115
01/27/2022,0.0049
01/26/2022,0.0212
01/25/2022,0.0059
01/24/2022,-0.0414
01/21/2022,-0.0163
01/20/2022,0.0073
01/19/2022,0.0025
01/18/2022,-0.0103
01/17/2022,0.006999999999999999
01/14/2022,-0.0101
01/13/2022,-0.0001
01/12/2022,0.008100000000000001
01/11/2022,0.009899999999999999
01/10/2022,-0.0154
01/07/2022,-0.0044
01/06/2022,-0.015300000000000001
01/05/2022,0.005600000000000001
01/04/2022,0.0083
01/03/2022,0.0078000000000000005
12/31/2021,-0.0018
12/30/2021,0.005
12/29/2021,-0.0063
12/28/2021,0.005600000000000001
12/27/2021,0.0077
12/24/2021,-0.0025
12/23/2021,0.0116
12/22/2021,0.0101
12/21/2021,0.0165
12/20/2021,-0.013000000000000001
12/17/2021,-0.0096
12/16/2021,0.0101
12/15/2021,0.0037
12/14/2021,-0.0092
12/13/2021,-0.0038
12/10/2021,-0.0022
12/09/2021,-0.0059
12/08/2021,-0.0101
12/07/2021,0.0336
12/06/2021,0.013999999999999999
12/03/2021,-0.0068000000000000005
12/02/2021,-0.017
12/01/2021,0.0286
11/30/2021,-0.0113
11/29/2021,0.0049
11/26/2021,-0.047400000000000005
11/25/2021,0.004
11/24/2021,-0.0018
11/23/2021,-0.0126
11/22/2021,-0.0040999999999999995
11/19/2021,-0.0062
11/18/2021,-0.0039000000000000003
11/17/2021,-0.0002
11/16/2021,0.0034999999999999996
11/15/2021,0.0036
11/12/2021,0.0028000000000000004
11/11/2021,0.0021
11/10/2021,0.001
11/09/2021,-0.0018
11/08/2021,-0.0024
11/05/2021,0.0069
11/04/2021,0.0055000000000000005
11/03/2021,0.0031
11/02/2021,0.0037
11/01/2021,0.006999999999999999
10/29/2021,0.0039000000000000003
10/28/2021,0.0031
10/27/2021,-0.0007000000000000001
10/26/2021,0.0085
10/25/2021,-0.0001
10/22/2021,0.008
10/21/2021,-0.0039000000000000003
10/20/2021,0.0013
10/19/2021,0.0037
10/18/2021,-0.0075
10/15/2021,0.008199999999999999
